run sep e_members phi f lambda elon_min elon_max sw_speed_mean sw_speed_std gamma tinit rinit vinit mean_residual arrtime_earth mae_t me_t rmse_t mstd_t
run_031 290 16 70.0000 0.7-1 34.0000 12.9100 34.2600 570 81 0.271250 2009-09-21T06:19 48 672 0.393750 2009-09-23T06:19:37.500 11.7537 -11.7537 0.356070 0.367748
run_031 310 6 50.0000 0.7-1 34.0000 12.0300 33.9100 683 20 0.766667 2009-09-21T06:19 47 636 0.100000 2009-09-23T07:47:20.000 10.2933 -10.2933 0.363165 0.397827
run_031 320 48 40.0000 0.7-1 34.0000 11.1548 33.2300 414 94 0.338542 2009-09-21T06:19 47 634 0.535417 2009-09-23T12:58:46.250 5.10563 -5.10563 0.718424 0.726026
run_031 340 6 20.0000 0.7-1 34.0000 9.69000 30.9000 637 46 0.303333 2009-09-21T06:19 48 716 0.900000 2009-09-23T03:09:00.000 14.9300 -14.9300 0.00000 0.00000
run_031 350 18 10.0000 0.7-1 34.0000 7.57555 25.8800 598 68 0.221111 2009-09-21T06:19 47 798 0.600000 2009-09-22T22:56:40.000 19.1444 -19.1444 2.64224 2.71884
run_096 270 36 90.0000 0.7-1 34.0000 12.8100 31.6000 479 103 0.348333 2009-09-28T14:19 48 652 0.522222 2009-09-30T17:32:53.333 14.2011 -14.2011 1.70153 1.72567
run_096 280 20 80.0000 0.7-1 34.0000 12.8800 33.2100 533 88 0.337500 2009-09-28T14:19 48 649 0.585000 2009-09-30T16:54:30.000 14.8415 -14.8415 0.972807 0.998079
run_096 290 6 70.0000 0.7-1 34.0000 12.6200 34.1300 691 12 0.705000 2009-09-28T14:19 47 634 0.633333 2009-09-30T15:55:40.000 15.8217 -15.8217 0.316144 0.346319
run_096 300 8 60.0000 0.7-1 34.0000 12.3100 33.9700 687 13 1.31500 2009-09-28T14:19 46 592 0.362500 2009-09-30T16:50:15.000 14.9125 -14.9125 0.194342 0.207760
run_096 310 46 50.0000 0.7-1 34.0000 11.9300 33.8800 387 84 0.333696 2009-09-28T14:19 47 601 0.304348 2009-10-01T00:35:05.217 7.16565 -7.16565 0.809438 0.818382
run_096 320 43 40.0000 0.7-1 34.0000 11.1288 33.6700 372 78 0.465349 2009-09-28T14:19 47 617 0.572093 2009-10-01T03:18:36.279 4.44139 -4.44139 1.28876 1.30402
run_096 330 43 30.0000 0.7-1 34.0000 10.0930 32.0221 372 78 0.526047 2009-09-28T14:19 46 648 0.667442 2009-10-01T03:07:16.744 4.63186 -4.63186 1.87171 1.89386
run_096 340 43 20.0000 0.7-1 34.0000 8.84790 29.3998 372 78 0.502093 2009-09-28T14:19 47 682 0.713953 2009-10-01T01:49:54.419 5.92349 -5.92349 2.38694 2.41519
run_096 350 49 10.0000 0.7-1 34.0000 7.35375 25.2587 388 88 0.600000 2009-09-28T14:19 46 730 0.589583 2009-09-30T23:40:52.500 8.07458 -8.07458 3.31241 3.34746
run_059 270 49 90.0000 0.7-1 34.0000 13.0900 31.6922 424 96 0.316326 2009-11-22T14:19 48 657 0.359184 2009-11-24T18:07:34.286 6.59327 -6.59327 1.78106 1.79951
run_059 280 47 80.0000 0.7-1 34.0000 13.2600 33.1366 440 97 0.304043 2009-11-22T14:19 48 661 0.395744 2009-11-24T17:04:06.383 7.65170 -7.65170 1.21833 1.23150
run_059 290 35 70.0000 0.7-1 34.0000 13.0200 34.2720 492 72 0.263714 2009-11-22T14:19 47 659 0.408571 2009-11-24T15:55:17.143 8.79857 -8.79857 0.609984 0.618889
run_059 300 28 60.0000 0.7-1 34.0000 12.8600 35.4800 500 50 0.285357 2009-11-22T14:19 48 641 0.125000 2009-11-24T16:58:17.143 7.74857 -7.74857 0.182966 0.186323
run_059 310 50 50.0000 0.7-1 34.0000 12.3800 34.9500 416 95 0.286000 2009-11-22T14:19 48 646 0.520000 2009-11-24T18:34:00.000 6.15340 -6.15340 0.681441 0.688360
run_059 320 45 40.0000 0.7-1 34.0000 11.0971 34.3400 427 92 0.286667 2009-11-22T14:19 46 643 0.393333 2009-11-24T18:26:17.333 6.28400 -6.28400 0.670351 0.677926
run_059 330 49 30.0000 0.7-1 34.0000 10.2182 32.7614 407 91 0.333061 2009-11-22T14:19 46 639 0.340816 2009-11-24T19:48:33.061 4.91265 -4.91265 0.584758 0.590818
run_059 340 47 20.0000 0.7-1 34.0000 8.94936 29.9819 384 85 0.541277 2009-11-22T14:19 46 669 0.640426 2009-11-24T23:29:10.213 1.91766 -1.23596 2.07482 2.09725
